"COUNTRY","Country","KEY_IND_PC","Key indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,3.911,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,3.792,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,3.781,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,3.804,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,3.82,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,3.868,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,3.89,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,3.91,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,3.92,,
"CAN","Canada","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,3.89,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,4.562,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,4.578,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,4.661,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,4.597,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,4.532,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,4.48,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,4.404,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,4.423,,
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,4.432,"P","Provisional value"
"CZE","Czech Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,4.468,"P","Provisional value"
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,7.581,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,7.716,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,7.886,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,8.034,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,8.197,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,8.306,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,8.343,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,8.539,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,8.725,,
"DNK","Denmark","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,8.824,,
"FIN","Finland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,5.2,,
"FIN","Finland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,5.4,,
"FIN","Finland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,5.5,,
"FIN","Finland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,5.5,,
"FIN","Finland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,5.5,,
"FIN","Finland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,5.5,,
"FIN","Finland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,5.5,"P","Provisional value"
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,6.805,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,7.015,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,7.094,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,7.113,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,7.186,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,7.167,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,7.223,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,7.266,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,7.361,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,7.461,,
"FRA","France","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,7.496,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,7.48,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,7.46,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,7.42,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,7.67,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,7.75,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,7.8,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,9.05,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,9.631,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,9.96,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,9.977,,
"GRC","Greece","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,9.974,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,8.7,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,8.55,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,8.64,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,9.01,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,9.23,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,9.1,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,9.2,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,10.02,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,10.02,,
"HUN","Hungary","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,9.59,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,8.1,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,8.2,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,8.9,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,9.5,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,10.2,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,10.9,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,11.7,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,12.8,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,14.4,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,15.3,,
"ISL","Iceland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,15.7,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,9.001,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,9.392,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,9.314,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,9.373,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,9.649,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,9.628,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,9.795,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,9.959,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,10.168,,
"IRL","Ireland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,10.279,,
"ITA","Italy","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,8.427,,
"ITA","Italy","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,8.3,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,6.873,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,6.861,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,6.939,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,6.907,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,6.874,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,6.899,"B","Break"
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,9.75,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,9.58,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,9.63,,
"JPN","Japan","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,9.61,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,5.912,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,6.009,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,6.018,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,5.953,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,5.856,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,5.88,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,5.898,"P","Provisional value"
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,5.891,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,5.956,,
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,5.944,"P","Provisional value"
"MEX","Mexico","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,5.975,"P","Provisional value"
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,5.5,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,5.6,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,5.6,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,5.8,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,6,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,6,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,6.1,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,6.2,,
"NLD","Netherlands","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,6.3,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,8.5,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,8.6,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,8.3,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,8,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,7.7,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,7.5,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,7.4,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,7.9,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,8.4,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,8.1,,
"NZL","New Zealand","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,8,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,6.3,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,6.3,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,6.3,"B","Break"
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,6.5,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,6.5,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,6.4,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,6.5,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,6.5,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,5.99,,
"NOR","Norway","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,6.05,"P","Provisional value"
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,9.04,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,9.2,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,9.36,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,9.53,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,9.61,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,9.45,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,9.48,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,9.74,,
"PRT","Portugal","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,9.81,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,4.969,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,5.48,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,5.321,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,5.643,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,5.915,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,6.055,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,6.21,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,6.35,,
"SVK","Slovak Republic","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,6.25,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,10.811,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,11.297,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,11.493,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,11.73,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,11.779,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,12.157,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,12.702,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,12.999,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,13.345,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,13.689,,
"ESP","Spain","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,13.48,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,4.395,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2009","2009","PC","Percentage","0","Units",,,4.309,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2010","2010","PC","Percentage","0","Units",,,4.324,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2011","2011","PC","Percentage","0","Units",,,4.363,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2012","2012","PC","Percentage","0","Units",,,4.368,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2013","2013","PC","Percentage","0","Units",,,4.3,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2014","2014","PC","Percentage","0","Units",,,4.319,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2015","2015","PC","Percentage","0","Units",,,4.395,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2016","2016","PC","Percentage","0","Units",,,4.385,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2017","2017","PC","Percentage","0","Units",,,4.381,,
"CHE","Switzerland","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2018","2018","PC","Percentage","0","Units",,,4.416,"P","Provisional value"
"GBR","United Kingdom","KEYIND_TOUREMPDIRECTPC","Total tourism employment (direct) as % of total employment","2008","2008","PC","Percentage","0","Units",,,5.22,,
